Address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
"Los Angeles - Pacific Palisades, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Pacoima, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Palisades Highlands, CA",34.12834,-117.20865,0.22,place,,,,,Highland,CA,"San Bernardino County",92346,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06071,Highland,0633588,007409,3015,3,060710074093015,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
"Los Angeles - Palms, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Panorama City, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Park La Brea, CA",33.841369,-118.03234,1,street_center,,"Los Angeles Way",,,"Buena Park",CA,"Orange County",90620,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06059,"Buena Park",0608786,110304,1004,1,060591103041004,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Anaheim-Santa Ana-Irvine, CA",11244
"Los Angeles - Pico-Union, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles - Playa Del Rey, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Playa Vista, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Porter Ranch, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Rancho Park, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles - Regent Square, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Reseda, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Reseda Ranch, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Reynier Village, CA",38.18735,-122.224074,0.22,place,,,,,Vallejo,CA,"Solano County",94589,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06055,,,201003,1022,1,060552010031022,"Napa, CA",34900,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
"Los Angeles - San Pedro, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Shadow Hills, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles - Sherman Oaks, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Silverlake, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - South Carthay, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - South Park, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles - St Elmo Village, CA",38.18735,-122.224074,0.22,place,,,,,Vallejo,CA,"Solano County",94589,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06055,,,201003,1022,1,060552010031022,"Napa, CA",34900,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
"Los Angeles - Studio City, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Sun Valley, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Sunland, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Sycamore Square, CA",39.060921,-121.827155,0.8,place,,,,,Sycamore,CA,"Colusa County",95957,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06101,,,050900,1166,1,061010509001166,"Yuba City, CA",49700,metropolitan,"Sacramento-Roseville, CA",472,,
"Los Angeles - Sylmar, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Tarzana, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Temple-Beaudry, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Thai Town, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Toluca Lake, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Toluca Terrace, CA",37.737191,-121.433384,0.22,place,,,,,Tracy,CA,"San Joaquin County",95376,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06077,Tracy,0680238,005406,2034,2,060770054062034,"Stockton, CA",44700,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
"Los Angeles - Toluca Woods, CA",33.940571,-118.24285,0.2,place,,,,,Watts,CA,"Los Angeles County",90002,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Los Angeles",0644000,242700,5001,5,060372427005001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Tujunga, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - University Hills, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles - University Park, CA",34.1389,-118.35341,0.22,place,,,,,"Universal City",CA,"Los Angeles County",91608,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,,,320000,1000,1,060373200001000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Valley Glen, CA",39.596546,-122.032181,0.22,place,,,,,Glenn,CA,"Glenn County",95943,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06021,,,010502,2100,2,060210105022100,,,,,,,
"Los Angeles - Valley Village, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Van Nuys, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Venice, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Vermont Knolls, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Vermont Square, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Vermont Vista, CA",33.213031,-117.250249,0.9,street_center,,"W Los Angeles Dr",,,Vista,CA,"San Diego County",92083,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06073,Vista,0682996,019501,1002,1,060730195011002,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,
"Los Angeles - Vernon Central, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Victoria Park, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles - View Heights, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Watts, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Wellington Square, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - West Adams, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles - West Hills, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - West Los Angeles, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - West Vernon, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Westchester, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Westlake, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Westwood, CA",40.303792,-121.022584,1,place,,,,,Westwood,CA,"Lassen County",96137,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06035,Westwood,0684928,040200,2011,2,060350402002011,"Susanville, CA",45000,micropolitan,,,,
"Los Angeles - Wholesale District, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Wilmington, CA",33.784982,-118.287005,1,street_center,,"L St",,,Wilmington,CA,"Los Angeles County",90744,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Los Angeles",0644000,980015,1006,1,060379800151006,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Wilshire Center, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles - Winnetka, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Los Angeles - Woodland Hills, CA",34.091867,-117.982417,1,street_center,,"Los Angeles St",,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Irwindale,0636826,404600,2164,2,060374046002164,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Acton, CA",34.48319,-118.18583,1,place,,,,,Acton,CA,"Los Angeles County",93510,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Acton,0600212,910805,2168,2,060379108052168,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Agua Dulce, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Unincorporated - Altadena, CA",34.195275,-118.137227,1,place,,,,,Altadena,CA,"Los Angeles County",91001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Altadena,0601290,460200,5003,5,060374602005003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Anaverde, CA",37.155177,-119.543418,1,state,,,,,,CA,,,US,"US Census Bureau",,,,,,,,,,,,
"Unincorporated - Angeles National Forest, CA",39.491285,-120.853002,0.8,place,,,,,Forest,CA,"Sierra County",95910,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06091,,,010000,3243,3,060910100003243,,,,,,,
"Unincorporated - Arcadia, CA",34.136258,-118.026704,1,place,,,,,Arcadia,CA,"Los Angeles County",91006,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Arcadia,0602462,430801,4000,4,060374308014000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Athens Village, CA",38.18735,-122.224074,0.67,place,,,,,Vallejo,CA,"Solano County",94589,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06055,,,201003,1022,1,060552010031022,"Napa, CA",34900,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
"Unincorporated - Athens-Westmont, CA",33.952724,-118.291904,0.8,place,,,,,Westmont,CA,"Los Angeles County",90044,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Westmont,0684592,600100,3005,3,060376001003005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Avocado Heights, CA",37.155177,-119.543418,1,state,,,,,,CA,,,US,"US Census Bureau",,,,,,,,,,,,
"Unincorporated - Azusa, CA",34.13529,-117.91506,1,place,,,,,Azusa,CA,"Los Angeles County",91702,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Azusa,0603386,400602,3035,3,060374006023035,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Bassett, CA",34.049732,-117.996732,0.9,place,,,,,Bassett,CA,"Los Angeles County",91746,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Avocado Heights",0603344,408301,1001,1,060374083011001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Bouquet Canyon, CA",34.440891,-118.501748,0.8,place,,,,,"Bouquet Canyon",CA,"Los Angeles County",91350,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Santa Clarita",0669088,920013,2002,2,060379200132002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Bradbury, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Unincorporated - Canyon Country, CA",34.441427,-118.448088,1,place,,,,,"Canyon Country",CA,"Los Angeles County",91351,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Santa Clarita",0669088,920034,1000,1,060379200341000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Castaic, CA",33.786594,-118.298662,1,place,,,,,Castaic,CA,"Los Angeles County",91310,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Los Angeles",0644000,294421,1002,1,060372944211002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Cerritos, CA",33.866914,-118.068648,1,place,,,,,Cerritos,CA,"Los Angeles County",90703,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Cerritos,0612552,554514,3008,3,060375545143008,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Claremont, CA",34.09668,-117.71978,1,place,,,,,Claremont,CA,"Los Angeles County",91711,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Claremont,0613756,401902,2001,2,060374019022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Covina, CA",34.097345,-117.906736,1,place,,,,,Covina,CA,"Los Angeles County",91722,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Covina,0616742,406000,2007,2,060374060002007,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Covina (Charter Oak), CA",34.097345,-117.906736,1,place,,,,,Covina,CA,"Los Angeles County",91722,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Covina,0616742,406000,2007,2,060374060002007,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Del Aire, CA",36.133527,-119.299856,0.67,place,,,,,Tulare,CA,"Tulare County",93274,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06107,,,002400,3056,3,061070024003056,"Visalia, CA",47300,metropolitan,,,,
"Unincorporated - Del Rey, CA",36.6524,-119.592015,1,place,,,,,"Del Rey",CA,"Fresno County",93616,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06019,"Del Rey",0618674,006900,1032,1,060190069001032,"Fresno, CA",23420,metropolitan,"Fresno-Madera-Hanford, CA",260,,
"Unincorporated - Del Sur, CA",34.689707,-118.288688,0.8,place,,,,,"Del Sur",CA,"Los Angeles County",93536,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,,,901205,4011,4,060379012054011,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
